tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
226	Аз ще замина за Франция за ски + може да хвана корона вирус, така че аз ще бъда най-вече AFK. За да празнувам, че ще дам този прохладен Nomad нож далеч. Просто retweet да влезе. Избиране на случаен победител, когато съм у дома!? &lt;3 Us	yes	no	no	no	no	no	no
227	Корея: даващ безплатен тест за примамки за животни от рода на едрия рогат добитък (PH): ние на тикток!!!	yes	yes	yes	no	yes	no	yes
228	--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	yes	no	yes	no	no	no	yes
229	Аз си измия ръцете:	no	nan	nan	nan	nan	no	no
230	Ще ни дадеш ли поне 30 подаръка?	no	nan	nan	nan	nan	no	no
231	Човек в Дортмут със симптоми на #COVIDY19 беше помолен да се постави под карантина, докато чакаше резултатите от тестовете. Той реши, че е добре и отиде на парти. Резултати се върнаха положителни на следващия ден. Сега друг го има. Защо толкова много се отнасят към това като към шега?	yes	no	yes	yes	yes	yes	yes
232	Какво работи в спирането на разпространението на Коронавирус: 1. Измийте ръцете си за най-малко 20 секунди 2. Кашляйте и кихнете в лакътя 3. Останете вкъщи ако сте болни Какво не работи:.	yes	yes	yes	no	no	no	no
233	Докосването на лицето на човек не се препоръчва, тъй като #Conononavirus се разпространява широко по целия свят. Докосването на лицето на друг е просто неприемливо	yes	no	no	no	no	no	no
234	Ето го и моето съобщение за обществена услуга: Ако STORID казва или туитира нещо в противоречие с това, което лекарите и експертите са казали за #CoronavirusOutOutbreak, доверете се на лекарите и експертите. Вашият живот и този на вашето семейство и приятели може да са в опасност.	no	nan	nan	nan	nan	no	yes
235	Най-страшното нещо за COVIDID-19 е, че изглежда като JIRA билет	no	nan	nan	nan	nan	no	no
236	СЗО се консултира с Виетнам, за да получи помощ за световната криза. Разбира се, че това не е в нашите новини. Разбира се, че това не е в нашите новини.	yes	yes	yes	no	yes	no	yes
237	Трябва да ти кажа, че трябва да ти кажа, че това е най-неотносното нещо, което може да ти е отнело.	yes	yes	yes	yes	yes	yes	yes
238	НА 60 години жените настинаха и се разколебаха.	yes	yes	yes	yes	no	no	no
239	Това е harda time URL	no	nan	nan	nan	nan	no	no
240	Не умирай от Коронавирус без да видиш това първо, това е най-добрият клип, който ще гледаш тази година.	no	nan	nan	nan	nan	no	no
241	Това, което е особено срамно, е да се използват изкуствено дефифицираните номера, поради липсата на изследвания, за да се каже, че вирусът е бил спрян.	yes	no	yes	yes	yes	yes	yes
242	Ако имах корона, нямаше да съм толкова зле. Ще имам много време да наваксам, да чета, да пиша, да пиша и ако имам късмет, да умра.	no	nan	nan	nan	nan	no	no
243	Това е най-добрият набор от информация, който открих на корона вирус и си струва да се гледа на всички 10mins URL	no	nan	nan	nan	nan	no	no
244	Нормални болни пациенти в сравнение с пациенти с Corona virus #Corona VirusCharse	no	nan	nan	nan	nan	no	no
245	Вирусът на омразата е по-смъртоносен от вируса на Корона!	no	nan	nan	nan	nan	no	no
246	Според ПОТРЕБИТЕЛЯ има повече от 2 случая &amp; 14 смъртни случая, включително 56 нови случая днес. Поради липсата на тестване от Администрация, ние все още не знаем степента на разпространение на вируса.	yes	no	yes	yes	yes	yes	yes
247	House music is away. House music is very #	no	nan	nan	nan	nan	no	no
248	За да се помогне на Вашите номера на одобрението, трябва да се има предвид опит за убийство.	no	nan	nan	nan	nan	yes	yes
249	Coronovirus #COVISID19 се отменя!	no	nan	nan	nan	nan	no	no
250	Всички вие туитвате за короната, но не и за корините.	no	nan	nan	nan	nan	no	no
251	Целият свят: Corona Вирусът е опасен.	no	nan	nan	nan	nan	no	no
252	"""Това е ковчегът там, както можете да видите"""	no	nan	nan	nan	nan	no	no
253	Този враг на всички нас изисква глобално усилие за борба, ръководена от науката, а не от магическо мислене.	yes	no	yes	no	no	no	no
254	В петък се появяваш с откачалка, пълна със сок от Корона и маска за дишане...	no	nan	nan	nan	nan	no	no
255	Обиколната зона около Свещеното кааба на Свещената джамия в Мека е била изпразнена от хора временно, за да се почисти и стерилизира, поради страховете на Коронавируса и за да се осигури безопасността на поклонниците.	yes	no	yes	no	no	no	no
256	НАУЧНИ мерки срещу СОВИД-19 в този видеоклип от TikTok! Присъединете се към предизвикателството! Следвайте официалния профил на тайкток в ID:dohgovphph?	no	nan	nan	nan	nan	no	no
257	"""Какво нелепо и невъзпитано...това е спешен случай в областта на общественото здраве."""	yes	no	yes	yes	no	yes	yes
258	Нека да донесем повече надежда! Науката работи!	no	nan	nan	nan	nan	no	no
259	От 6 март 3PM KST, #BTSARMY дари приблизително 505,5000000 спечелени за COVID-19 за 9 дни!!!	yes	no	no	no	yes	no	no
260	Те казват, че ние сме култ, когато в действителност ние сме семейство.	no	nan	nan	nan	nan	no	no
261	Category (включително и аз) appeared the #CoronavirusOutOutpreak, Pence now now resides there are not there are noough #coronavirus test kits. Experts (включително аз) appeared the going for weeks and recalled for point-of-care #COVID19 tests. Тяхната некомпетентност ще отнеме животи.	yes	no	yes	yes	yes	yes	yes
262	#HongKoong реши да не се вслушва в собственото си правителство поради основателни причини и реши да носи маски, за да се защити. #HongKong имаше първия случай на #coronavirus далеч по-рано от повечето от страните в този списък и е виждал почти нищо, за да не се увеличи в случаите, тъй като.	yes	nan	yes	no	yes	no	yes
263	Така че има трансмисия, измий си ръцете, моля те, не кашляй и не се занимавай с хора.	no	nan	nan	nan	nan	no	no
264	Керала е единствената държава в Индия, която успешно спря 3 смъртоносни вируса, Corona, Nipah и BJP.	yes	yes	yes	no	yes	no	no
265	Най-малко 1 пациент, който е оцелял по-късно, е получил белодробна трансплантация поради трайна фиброза (болест) на белите си дробове.	yes	no	yes	no	yes	yes	yes
266	Моят любим няма да е съвършен, ако не го направя сам.	no	nan	nan	nan	nan	no	no
267	"Парите за правителството на САЩ се управляват от конкретен офис в Министерството на финансите на САЩ; Вие не изпращате чек на ""Офисът на Помощния секретар за здравето"" - вижте"	yes	no	no	yes	no	no	yes
268	И така, ето един въпрос за днес: ако сте лекар в района на Сиатъл, можете ли, считано от днес, да поръчате тест COVID-19 за всеки пациент, който смятате, че трябва да бъде изпитан?	no	nan	nan	nan	nan	no	yes
269	Какъв е най-добрият начин, по който можем да кажем, че 16 души са били тествани?	no	nan	nan	nan	nan	no	no
270	Този пакет от спешни действия дава на нашето правителство ресурсите, от които се нуждае, за да се справи с тази социална здравна криза, без да краде и цент от други критични инициативи, с моя подпис отива на бюрото на президента.	yes	no	yes	no	yes	no	no
271	Не позволявайте да се раздвоявате и разрушавате живота си и този на нацията. - Sg #ConononaVirus	no	nan	nan	nan	nan	no	no
272	Както хората умират, така и неговата администрация отхвърля отговора на искането му, ДОНАЛД ТРУРФ И ВОЙНИ ВРЕМЕННИ ИЗСЛЕДВАНИЯ ЗА НЕГОВИЯТА ЛЮКСУРИЯ РЕСОРТ. Наистина се опитвам да се приспособя със социална медийна политика, която със сигурност забранява прогонването на корумпиран президент.	yes	no	yes	yes	yes	yes	yes
273	Е, първо се обадихме тук, нали? Или поне сред първите... това ще са добри новини.	no	nan	nan	nan	nan	no	no
274	То също така говори за сътрудничеството между нашето правителство, хора, &amp; многото частни предприятия, които са се издигнали до производство за защита на общественото здраве &amp; направи невъзможното: URL	yes	no	no	no	no	no	no
275	Напомняне, че миналата седмица в комисията по защита на личните данни, ПОТРЕБИТЕЛЯ отказа 6 пъти, за да отрече, че #coronavirus е минала седмица в комисията по защита на личните данни.	yes	no	yes	yes	no	yes	yes
276	Има слухове, че проблемът е почти като с IRAN. Някои случаи се съобщават на турските авиокомпании. Те не дават доказателства, тъй като TA са на ръба на	yes	no	yes	yes	yes	yes	yes
277	Япония: затворени школи и футболни игри Китай: затръшване назад в рамките на Олимпиадата; може да отмени Тръмп: Coronavirus е шега, моето предчувствие експерти са погрешни, и вие трябва да отидете на работа и училище. #TrumpVirus #COVISID19 #Coronvirus	yes	no	yes	yes	yes	no	yes
278	Тази пандизба убива не само китайски хора, но и хора в цялата страна.Вуханните жертви се извикват фалшиви като вицепремиер  схванах, че посещенията.	yes	no	nan	yes	no	yes	no
279	"""Искам всеки да знае, че те са редки и скоро това заболяване ще бъде."""	yes	yes	yes	no	yes	no	no
280	"Скъпи Патриоти, Кой друг намира за странно, че ""ФайлНовиниМедиите"" продължават да бълват този #coronavirus flaw &amp; ежедневно ни дава смъртните удари от тази болест... когато те биха могли да ги е грижа по-малко за колко смъртни случаи се случват всяка минута от абортите?"	yes	nan	yes	yes	no	yes	no
281	Това не означава, че трябва да се прави, за да се гарантира, че няма да се налага да се налага да се налага да се налага да се прави това, което трябва да се прави, за да се гарантира, че няма да се налага да се налага да се налага да се прави това, което е необходимо, за да се гарантира, че няма да се налага да се налага да се прави това, което е необходимо, за да се гарантира, че не е необходимо да се прави това, което е необходимо, за да се гарантира, че е необходимо да се гарантира, че не е необходимо да се предприемат действия, за да се гарантира, че е необходимо да се гарантира, че не е необходимо да се предприемат действия, които да се предприемат действия, за да се гарантира, че е необходимо да се гарантира, че не е необходимо да се предприемат действия, за да се гарантира, за да се гарантира, че е необходимо да се гарантира, че е необходимо да се гарантира, че да се гарантира, че е възможно да се гарантира, че да се гарантира, че се гарантира, че да се гарантира, че да се гарантира, че да се гарантира, че не се гарантира, че няма да се гарантира, че да се гарантира, че да се гарантира, че не се гарантира, че не се гарантира, че не се гарантира, че не се налага, че не се налага, че не се налага, че не се налага, че не се налага, че не е имало, че да се налага, че да се налага, че да се налага, че не е имало, че не е имало, че да се налага, че не е било, че не е било, че да се налага, че да се налага, че не е било, че не е имало да се налага, че не е било, че не е било, че не е имало, че не е имало да се налага, че не е имало да се налага, че не е било, че не е било, че не е имало, че не е било, че не е имало да се налага, че не е имало, че не е имало, че не е имало да се налага, че не е имало да се налага, че не е имало да се налага, че не е имало, че не е имало да се налага, че не е имало да се налага, че не е имало да се налага, че не е имало да се налага, че не е имало да се налага да се налага, че не е имало да се	yes	no	yes	no	no	no	yes
282	Вие сте новината сега. Дръж w/ car. Q #QQQAnon #Trump20 #KKAG #WWWG1WGA	yes	no	nan	no	yes	no	no
283	Съобщава се, че още трима ирански длъжностни лица са мъртви от #COVISID19. Или да си политик те прави по-чувствителен за коронавируса, или разпространението на болестта е с по-висока степен, отколкото правителството признава:	yes	no	yes	yes	yes	yes	yes
284	ПРОДАЖБА НА ПРОДАЖБА ЗА ПРОДАЖБА НА НЕЗАВИСИМОСТ	yes	nan	yes	yes	yes	yes	yes
285	Това те кара да се чудиш защо би отменила посещение, ако е само шега, или по-лош грип? #GeermaphobeTrump has 2 стандарти. Всеки, който е заразен с COVID-19 може все още да отиде на работа, освен ако той не е Кокалчото	yes	nan	yes	yes	no	yes	yes
286	Този човек е кралят на тайното коварство, не се доверявайте на нищо, което той казва или пише, той е чиста дезинформация.	yes	nan	nan	yes	no	yes	no
287	Аз ще съм този, който ще знае първи.	yes	yes	no	yes	no	yes	no
288	Ню-Йорк-Йорк-Ю-Й-Й-Й-Й-Й-Й-О-Й-О-Й-О-В-О-В-А-В-А-Б-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-Н-А-А-А-А-А-А-А-А-А-А-А-А-А-А-А-	yes	no	yes	nan	yes	yes	no
289	Преди да стигне до Южна Африка, Тревър Ноа беше в дневното шоу, което се подиграваше на факта, че ние умираме заради Китай и техните фалшиви неща.	yes	no	yes	yes	no	yes	no
290	Тъй като това никога няма да бъде съобщено от медиите, исках да споделя копие от този чек.	yes	no	yes	yes	yes	no	yes
291	Това е малко по-лесно (невнимателно) демо на път да се разпространи #coronavirus by the my wideless person in America: touch общност храна толкова, колкото можете с вашите салински-източени пръсти. #MiniMikeBloomberg #DrooollingBloomberg	no	nan	nan	nan	nan	no	no
292	"Когато казваш ""Корона вирусът не е голяма работа, убива само хората с увреждания, хората с увреждания, възрастните, гърмящите камъни и имунокомпрометираните"", се оказва, че тези хора са заменими."	no	nan	nan	nan	nan	no	no
293	Просто един случай на Корона в Индия и хората са луди по маските!! Всеки ден 400 души умират в Автомобилни катастрофи и все още не е цака за HelletsThising face #safetysaves be the virus or road crashes!	yes	no	yes	no	no	no	no
294	Почитайки това обещание и за по-нататъшна защита на американския народ, той дарява своята 2019 Q4 Заплата за ПОТРЕБИТЕЛЯ, за да подкрепи усилията, които се полагат, за да се изправи, да се изправи и да се бори с #Coronavirus.	yes	no	yes	no	yes	no	yes
295	Живея в Сиатъл, имам всички симптоми на СОVID-19 и анамнеза за хроничен бронхит. Тъй като работя в клиника за физиотерапия с много 65+ пациенти и такива с хронични заболявания, реших да бъда отговорен и да отида да се изследвам.	yes	no	yes	no	no	no	yes
296	И аз му казах, че му казах, че ми напомня на този филм.	no	nan	nan	nan	nan	no	no
297	Експертите по целия свят съветват да се намалят масовите събирания, за да се избегне разпространението на COVID-19 Novel Coronavirus. Следователно, тази година реших да не участвам в програма Holli Milon.	yes	no	yes	no	no	no	yes
298	Министър-председателят на Израел Бенджамин Нетаняху	yes	no	yes	no	no	no	no
299	Вие знаехте за #Covid_19 през януари. Сега е март и вашата администрация все още не разполага с достатъчно тестови комплекти. Това е unconscionable и decelction of message. Stop minimizing the #CoronaOutbreak and start start leader. Lives are incard. <link>	yes	no	yes	yes	yes	no	yes
300	В никакъв случай не се паникьосвайте и не работете безопасно. #CeroonaAlert <link >	no	nan	nan	nan	nan	no	no
301	Страните с най-много #coronavirus диагнози 1. Китай 2. Южна Корея 3. Италия 4. Иран 5, Япония 6. Франция 7. Германия 8. Испания 9. Сингапур 10. САЩ	yes	no	yes	no	no	no	yes
302	На този сайт можете да видите всеки известен случай на инфекция, където лицето живее и работи, в коя болница са били приети, и мрежата топология на превозвачите, всички изложени на време-серия	yes	no	yes	no	no	no	yes
303	Благодаря ви, продължавайте с добрата работа!	no	nan	nan	nan	nan	no	no
304	Новият #caronavirus е убил около 3.4% от потвърдените случаи в световен мащаб, което прави по-смъртоносни от грипа, но все още непонятни.	yes	no	yes	no	no	no	yes
305	Нигерия е в състояние да се справят с Ebola и Corona вирус ефективно просто ви позволява да знаете, че некомпетентността във всичко останало е с цел	no	nan	nan	nan	nan	no	no
306	ДЕЙСТВИЕ: Обявявам нова директива, от която се изисква здравният осигурител да се откаже от разходите, свързани с тестването за #coronavirus, включително в спешното отделение, спешните грижи и посещенията в офиса. Не можем да позволим разходите да бъдат бариера за достъп до COVID-19 тестване за всеки нюйоркчанин.	yes	no	yes	no	no	no	yes
307	Тези, които искат да чистят	no	nan	nan	nan	nan	no	no
308	Нарежда на израелците да спрат да се ръкуват и да следват индийския обичай на намасте вместо това.	yes	no	yes	no	no	no	no
309	Говорила съм с лекар, който казва, че вижда случаи, че е сигурен, че е коронавирус.Отрицателно за грип, пътуване, работа на летище, не позволено да се изследва, връща се на работа, защото не може да си вземе почивка от една фирма, други лекари виждат същото.	yes	no	yes	yes	yes	yes	yes
310	Необходимостта от фамилна система и вещественост е нищо, Универсално желание за борба с тероризма, желание за борба с омразата и фанатизма на комунистите. Времето за ненаучни Авраамови принципи е над.	no	nan	nan	nan	nan	yes	no
311	Ние трябва да реформираме нашата система FISA, за да възстановим американския народ, доверието в нашата правосъдна система и да гарантираме какво се е случило с него и кампанията му през 2016 г. НИКОГА не се случва отново.	no	nan	nan	nan	nan	no	yes
312	#Axo members #Chanyeol, #Lay, #Suho и #Kai са дарили комбинация от 170 млн. вона за Корея	yes	no	no	no	yes	no	no
313	Защо позволяваш на хората да виждат и чуват какво казват експертите за #CoronaOutkreak?	no	nan	nan	nan	nan	no	yes
314	Ето как се прави..........................................................................................	no	nan	nan	nan	nan	no	no
315	Каква колекция от некомпетентни гангстери и лъжци < link>	yes	nan	yes	yes	yes	no	yes
316	Световната здравна организация потвърди, че Covid-19 е по-смъртоносен от сезонния грип, но не го предава толкова лесно. Прочетете най-новите актуализации на огнището на коронавирус тук.	yes	no	yes	yes	yes	yes	yes
317	Това е всичко, което трябва да знаете и да знаете; да направите като отговорен гражданин.ДОГОВАРЯВАЙТЕ! Това е всичко, което трябва да знаете & да направите като отговорен гражданин. #coronavirindia Microbe #covid2019 #CoronaAlert <link>	no	nan	nan	nan	nan	no	no
318	"""Мисля, че 3.4% число е наистина фалшиво число. Сега това е само моето предчувствие, но въз основа на много разговори... лично, бих казал, че числото е много под 1%."" Поразително безотговорно. <link>"	yes	yes	yes	yes	no	yes	yes
319	Защо все още не сме тествани в мащаба, който трябва да съдържа #CoronavirusOutOutbreak? Извинявали ли сте се още, че критикуването на вашата администрация е нова шега? <link>	no	nan	nan	nan	nan	no	no
320	Благодаря ви за вдъхновението #India- от днес всички израелци казват #Shaloomðdgd\##Наслаждавайте се!	no	nan	nan	nan	nan	no	no
321	Също така, напомнящо, че миналата седмица в Комитета за защита на личните данни, CARTEID отказа 6 пъти, за да отрече, че #coronavirus е игра. <link >	no	nan	nan	nan	nan	no	yes
322	Ще се присъедините ли към президента Тръмп в даряването на вашата тримесечна заплата за да се борите #CoronaVirus? Граждани ще бъдат много благодарни. Благодаря ви предварително.	no	nan	nan	nan	nan	no	no
323	За LA City and County е обявено извънредно положение, поради потвърдени случаи на Coronavirus. Angelenos трябва да бъдат подготвени, но не и паникьосани. Послушайте съветите на експертите. Уверете се, че следите ПОТРЕБИТЕЛЯ и ПОТРЕБИТЕЛЯ за най-новата информация и препоръки. < link>	yes	no	yes	no	no	no	no
324	Ние сме обречени.	no	nan	nan	nan	nan	no	no
325	Той споделя жизнено важна информация и е клас за това как да се води по време на криза Отлична реч от Singurââss Health Minister Mr. Gan Kim Yong. Отличен начин за описване на #coronavirus #CoronaVirusUpdates	no	nan	nan	nan	nan	no	yes
326	3. Защо Cucinelli все още работи? 4. Има ли? 5. Кога се налага да бъде осъден? 6. Кой се доверява на Pence и на г-жа Глори със съобщения за #coronavirus? 7. Are RA Ale Rys happy wear wwe-they??	no	nan	nan	nan	nan	no	yes
327	В сравнение, сезонният грип обикновено убива много по- малко от 1% от тези, които са инфектирани с	yes	no	yes	no	no	no	yes
328	Честен въпрос е да се запитаме дали липсата на тестване се дължи на брутна некомпетентност от страна на Администрацията на ПОТРЕБИТЕЛИТЕ или на желанието на Тръмп да сведе до минимум #CoronaOutbreak. Както и да е, сега имаме тежки последици и не можем да ги върнем.	no	nan	nan	nan	nan	yes	yes
329	Само този, който може да спре коронарен вирус, защото позволява на всичките си големи аптечки да таксуват всичко, което искат за животоспасяваща ваксина, която все още е разработена. #OneVoice1 <slink>	yes	nan	yes	yes	yes	yes	yes
330	Какво прави Южна Корея? Какво прави Южна Корея?	yes	no	yes	no	no	no	yes
331	Моите студенти са отбелязали, че СОVID-19 ни показва как всеки ПЕЧАЛБНО ПЕЧАЛБА ПЕЧАЛБАТА ПЕЧАЛБА ПЕЧАЛБАТА ПЕЧАЛБА, поставена на азиатци в САЩ, винаги е бил временен.	no	nan	nan	nan	nan	yes	no
332	Това, което всеки на възраст над 50 трябва да осъзнае е, че вероятно няма да умрем от COVID-19, но ние ще сме тези, които разпространяват болестта около старите хора, които умират, и затова трябва да вземем предпазни мерки.	yes	no	yes	no	no	no	no
333	Не са намалили данъците, не са спасявали компании, а са атакували спешните случаи в областта на общественото здраве, но начинът да се осигури икономическо възстановяване е фокусиран върху общественото здраве.	yes	no	yes	no	yes	no	yes
334	Може това усилие да бъде парад за по-добра защита на всички малайзийски острови.	yes	no	yes	no	yes	no	no
335	"В този период грипът е убил повече от 3 000. Събудете се хора! Coronavirus ""Scar"" е маринована криза. Запитайте се: Кой се възползва от тази криза?"	yes	yes	yes	yes	yes	yes	yes
336	Ако не сте обвинили Обама за около 12 000 американски смъртни случаи (и аз не съм), но искате да се върнете и да се върнете, както и да се почувствате като пин. 22 Corona virus on Trump/Pence, след което Вие сте проблемът с политическия дискурс в тази страна. Пълен стоп.	no	nan	nan	nan	nan	yes	no
337	Short video... #Coronavirus разпространява навсякъде по света #Wuhuhan #COVIDID2019 #koronawirus #Korona #Corona #CoronavirusSpread #CoronaVirusUpdate URL #COVID	yes	no	yes	no	no	no	no
338	Изглежда, че корона вирусът е анти-черни и	yes	no	yes	no	yes	no	yes
339	................................................................................	no	nan	nan	nan	nan	no	no
340	Чудя се дали може да имате вируса? Тази графика на #covid19 v. hold v. hil is helped: URL	yes	no	yes	no	no	no	no
341	САЩ: *---------------------------------------------------------------------------------------------------------------------------------------------------	yes	nan	no	no	no	no	no
342	Our #FlattenTheCurve graphic is now on PaintID with good attribution &amp; a CC-BY-SA license. main sharue far &amp; wide and translate it in any language you can!	yes	no	no	no	no	no	no
343	Bigoted изявления, които разпространяват дезинформация и винят азиатците и азиатската американска общност за #coronavirus правят всички ни по-малко безопасни.	yes	no	yes	yes	yes	yes	yes
344	Има неща, които можем да направим сега, за да си помогнем сами.	yes	no	yes	no	yes	no	no
345	За тези либерали, които си надуват задниците над хора, които се обаждат на Корона вирус, който произхожда от Wuhan на (чакат за...) #WuhanCorononavirus, ето една история опресни... #Numbskulls URL	no	nan	nan	nan	nan	no	no
346	За да си направи тест, пациентът трябва да е имал близък контакт с човек с потвърдена инфекция или да е пътувал до заразен район. Но това е напълно недостатъчно!	yes	no	yes	yes	yes	yes	yes
347	$57 кръгло пътуване до LA, благодарение на Corone virus	yes	no	no	no	no	no	no
348	Моля, прочетете &amp; retweet дотолкова, че всички ние сме готови за #COVID19.URL	yes	no	no	no	no	no	no
349	За всеки, който е по-оригинализиран от една-единствена платежна система на здравеопазването, разбирам, че когато си сила хоратаâss достъп до здравеопазване, за да бъдат свързани с тяхната заетост, вие всъщност отнемате тяхната свобода и увеличаване на несигурността на живота им	no	nan	nan	nan	nan	no	no
350	Бях информиран, че резултатите от лабораторията ми са отрицателни, но в изобилие от предпазливост, ще остана под карантина в консултация с медицински специалисти в четвъртък в 2:00 часа, ще продължа да се чувствам добре и няма да проявявам симптоми.	yes	no	no	no	no	no	no
351	Корона има тези полети, като ада, защо не	yes	yes	no	no	no	no	no
352	Франция, Испания и Германия са около 9 до 10 дни зад Италия в #COVID19 прогресия; Великобритания и САЩ следват на 13 до 16 дни. В Италия зачакаха твърде дълго, тези страни трябва да започнат да прилагат агресивни мерки сега.	yes	no	yes	no	yes	no	yes
353	Coronavirus Pro Съвет: Ако смесите Ermergen-C с водка, буквално не можете да се разболеете,	yes	yes	no	yes	yes	yes	no
354	_________________________________________________________________________________________________________________________________________________________________________	yes	no	yes	no	yes	no	yes
355	#Israel обявява задължителната двуседмична карантина за всички отвъдморски лица.â ] Искате да се обзаложите, че Израел няма да има епидемия в страната си? Границите са прекрасно нещо. #Coronavirus	yes	no	no	no	no	yes	no
356	Всеки, който се е подигравал на тъмната си кожа, може да се задави сега.	no	nan	nan	nan	nan	no	no
357	В навечерието на #coronavirus, Sen Dash Hawley въвежда законопроект за прекратяване на САЩ, зависим от Китай за производството и разпространението на нашите медицински доставки.	yes	no	yes	no	yes	yes	yes
358	Събрах себе си и споделям тук. В тази връзка: - Инкубация Време - Симптом Occurrence - Rights - First 20 US cases by date and location (cont'd)	yes	no	yes	no	yes	no	no
359	Изследователски анализ: САЩ са по-уязвими от много страни на #coronavirus поради комбинация от голям брой неосигурени, много w/o платени болничен отпуск и лидерство, което омаловажава предизвикателството, като не подготвя страната за него.	yes	nan	yes	yes	yes	yes	yes
360	Ако търсите грип, ще получите отговор и на #covid19. Трябва да бъдете #StandardOfCare IMHO.	yes	no	yes	no	yes	no	yes
361	Антивирусен спрей срещу роман #coronavirus е разработен в Shanghai Public Health Clinic Center, който може да бъде поставен в гърлото като щит от вируса. Спреят може да помогне да защитите медицинския персонал на първа линия, но все пак масовото производство за обществено ползване не е на разположение за момента.	yes	nan	yes	no	yes	no	yes
362	Нещо, за което всички ние трябва да сме наясно и да внимаваме. Това е вече до 3-та ген инфекция. Гледайте това видео (заем) за да разберете колко е лесно да се разпространи вирусът. #corona	yes	no	yes	yes	yes	yes	nan
363	Може ли някой да обясни защо хората, които са се свързали с присъстващия, правят самостоятелна карантина, вместо да си направят тест за #coronavirus? Бихме ли искали да знаем възможно ли е някой, с когото са се свързали сега, да има този вирус?	yes	no	no	no	no	no	no
364	"""Кралят покрива финансовите разходи за свързани с тях изследвания и лечение, вместо да натъжи хората с тези разходи. The Gov't't't също така възстановява медицински съоръжения за загуби, възникнали от наложените карантини."""	yes	no	yes	no	yes	no	no
365	паспорт туитър е бил тих, тъй като короната хит.	yes	no	no	no	no	no	no
366	Дори, министър на здравеопазването, стана първият депутат, който ще бъде диагностициран с коронавирус Тя е в миналото от седмица, срещна стотици хора, и присъства на прием No 10, чийто домакин е Борис Джонсън в четвъртък	yes	no	yes	yes	yes	yes	yes
367	МИТНИЧЕСКО СЪТРУДНИЧЕСТВО В ОБЛАСТТА НА ПОЛИТИКАТА „ПРОСТРАНСТВО И РАЗВИТИЕ“	no	nan	nan	nan	nan	no	no
368	Има над 1 000 случая в Америка с най-малко 31 смъртни случаи. Вирусът вече се е разпространил до 37 държави. И ние все още няма достатъчно изследвания.	yes	no	yes	yes	yes	yes	yes
369	Пристигам във Франция след като съм платил $00.38 за моите самолетни билети за кръгло пътуване	yes	no	no	no	no	no	no
370	За моите скъпи студенти: Поради потвърдения случай на COVID-19 вирус в Ризал, няма да има повече изследователска защита, но трябва да предадете ръкописа на 20 март. Останете у дома и работете индивидуално. П.С. Вашият живот е по-ценен от вашите оценки като учител Ще направя моята част.	yes	no	no	no	no	no	no
371	"За всички нас е реална опасност да имаме вируса - този вид ""лидер"" на републиканците от републиканците е реална опасност за всички нас."	yes	no	yes	yes	yes	yes	yes
372	Ако тази заплаха от коронарна смърт изчезне, скоро ще трябва да й се обадя.	no	nan	nan	nan	nan	no	no
373	Ето някои от отчетите, които той генерира. Take Politico от 2/4/20. Take Polico на 2/4/20. Ето някои от докладите, които той генерира. Take Politico на 2/4/20.	yes	no	yes	no	no	no	no
374	Вижте болниците, диагностициращи COVID-19. Св. Лука, Кардинал, Макати Мед, Медицинска Град. COVIDL не е само чисто медицински проблем. Има и силен клас проблем, както и. Pag-mayaman, COVID. Pag-marhirap, ubbo при болки в гърлото ланг.	yes	nan	yes	yes	yes	yes	yes
375	Според експертите се консултирахме с експерти, че времето не е подходящо за случаи, в които няма корона и не присъстващи, а симптомите са огромна повратна точка. Над 10 000 в хотел с вирус, присъстващ и никой не е положителен.	yes	no	yes	no	yes	no	no
376	Ако някой от нашия магазин трябва да се изолира от вируса на короната и са от полза, ще събера две седмици храна, която ще бъде доставена на вратата ви.	no	nan	nan	nan	nan	no	no
