tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
155	حتى الآن أعرف 2 ppl بالقرب مني والتي تم فحصها بشكل إيجابي بالنسبة لكورونا. كلاهما يتعافىان من الالتهاب الرئوي في المستشفى. ليست لعبة أو مؤامرة. PP لا تحتاج إلى تمنيات جيدة...	yes	nan	nan	no	no	no	no
156	BIBFActChick: الادعاء بأن باراسيتامول يمكن أن يعالج #العدوى الفيروسية Corona هو خطأ! احترس من أن العلاجات الخاطئة يتم تقاسمها على #Covid19india. للحصول على معلومات ذات حجية عن #Corona فيروس في الهند تتبع USERID URL.	yes	no	yes	no	yes	no	no
157	أُطلق سراح السجين في وقت مبكر بسبب مخاوف COVID-19 التي يُدّعى أنها اقتحمت منزل المرأة، وقيدتها عند قيدها بالسكين، وهددها بقتل مسارها	yes	no	yes	nan	yes	yes	yes
158	#CoronaVirus fact check Bob على وRT إذا كنت #DJT دعم USERID TM RT هذه التغريدة compunt مع مقبضك @ TM متابعة أولئك الذين يعلقون BBOBMARK / COME	no	nan	nan	nan	nan	no	no
159	Namskeskaram، هذه الرسالة ليست من Sadhguru. هذه رسالة وهمية يتم تعميمها على WatsApp. نطلب منكم حذف هذه التغريدات.	yes	nan	nan	no	yes	no	no
160	"الأخبار هي أنه منذ يناير/كانون الثاني، أخبرت إحاطات أمنية سرية (ترامب) أن وباء قادم. لم يفعل أي شيء، أخبرنا أنه كان ""دستوري هواكس""، وأن الحالات الخمس عشرة ستكون قريباً غير موجودة."	yes	no	yes	yes	yes	yes	yes
161	"قرار (ترامب) بأن لا يفعل شيئاً ويطلق على (كوفيد 19) ""الرهبة"" التي لا داعي لها الملايين المكشوفة والتي ربما تكون قد اتخذت إجراءً"	yes	no	yes	yes	no	yes	yes
162	"يقول ترامب ""كنا في وقت مبكر"" على #Corona فيروس. 2/26 ""الـ 15 (الناس) في غضون يومين سيكون أسفل إلى ما يقرب من 0"" 2/28 ""يوم واحد، هو مثل معجزة، سوف تختفي"" 2/28"" 2/28 ""هذه هي خدعتهم الجديدة"" 3/12 ""سوف تذهب بعيدا"" نعم. كنا في وقت مبكر."	yes	no	yes	yes	yes	no	yes
163	الناس الفعليون يخبرون العالم أن باكستان تتخذ احتياطات ضد #Corona Virusباكستان. ولكن وسائل الإعلام المزيفة لدينا تعطي فقط ضجيج و amp; الإثارة. علينا جميعاً أن نكون واحد في هذه الحرب ضد #CoronaVirus. البقاء في المنزل. البقاء بأمان. URL. URL.	yes	no	yes	yes	no	no	no
164	"(مادو) - المرأة التي تخلت عن الأكاذيب ونظريات المؤامرة الجامحة لأربع سنوات - تطلب من (ترامب) أن يوقف مكبرات ""كوفيد 19"" الخاصة به"	yes	nan	yes	yes	yes	no	no
165	الحقيقة أن الناس يرفضون التوقف عن التجمع في مجموعات كبيرة لأنهم لا يعتقدون أن الملايين من الأميركيين يمكن أن يموتوا هو خطأ دونالد ترامب. لا يمكنك أن تخبر ناخبيك أن وسائط الإعلام تكمن &amp؛ العلم هو وهمي وامب؛ كن مصدوما عندما يرفضون أخذ كورونا على محمل الجد.	yes	no	yes	yes	no	no	yes
166	الرئيس USERID يقول ان الشعب الامريكي يبحث عن الامل و الاجابات ليس هذه الاثارة الاعلامية شكرا لك على القتال من اجل الشعب الامريكي	yes	no	yes	yes	no	no	no
167	"أكرر، حذرت الصين منظمة الصحة العالمية من فيروس كورونا الجديد في DEC في 2019 رئيس الولايات المتحدة أطلق عليه ""هوكس"" حتى حوالي 10 أيام مضت!"	yes	no	yes	yes	yes	no	yes
168	تقدم حكومة الهند المشورة إلى جميع منابر وسائط الإعلام الاجتماعية من أجل كبح جماح المعلومات الخاطئة/#FakeNews على #Corona فيروس. مع انضمام الهند FightsCorona إلى دوري #conronaarriors اشتباه في التقدم إلى أن يكون #Fake: # Whatsapp Ass: +91 8799797 11259 o- pibfactcore@URL URL URL URL	yes	no	yes	no	no	no	yes
169	نحن لا نحب الشائعات. من فضلك لا تنشرها. إذا كنت تخبر الناس أن نات. الحارس سيفرض القانون العرفي، من فضلك توقف. هذا غير صحيح. إنهم مشغولون بالمساعدة في توزيع اللوازم الطبية. رجاءً وشكراً لك. #COVID19#kkkpd#Conse #noromors URL. #COVID19#Kkkpd#Conse #Normors URL	yes	no	yes	no	no	no	no
170	المجلس العام للكونغرس Secy السيدة USERID يطلب من الناس عدم الذعر؛ لا تنشر الأخبار المزيفة؛ اتخاذ الاحتياطات و غسل الأيدي... #Corona URL.	yes	no	yes	no	no	no	no
171	لقد حضرت AMVCA في 14 مارس في فندق إيكو. حتى بعد الحفلة. قررت أن أعزل نفسي بعد يوم من بدء الإشاعة، الصباح المبكر يعمل يومياً في غرفتي. أطعت فترة العزل الـ 14 يوماً. اليوم التاسع الآن. الحب والضوء يا رفاق.	yes	no	no	no	no	no	no
172	قد يكون الغار لذيذاً، لكنه لن يحميك من الفيروس الجديد. لا تنشر الإشاعات. المعركة ضد COVID19 هي أيضاً معركة ضد التضليل الإعلامي.	yes	no	yes	no	yes	no	yes
173	لن أبدأ بالتعاطف المزيف الآن، لا أحد يستحق ما هو قادم لهم أكثر منهم، آمل أن يقوم فيروس الكورونا بعمل شامل	no	nan	nan	nan	nan	yes	yes
174	تنبأ الخبراء أن 70% من الأمريكان سيصابون بـ #COVID19. تبين أن 0.00% منهم كانوا كذلك.	yes	yes	yes	yes	yes	yes	yes
175	"بعد فشله في تصحيح كذب USERID بأن الرئيس ترامب دعا الفيروس #Corona a ""hoax""، اعترف USERID Jake Tabper بأنه يعرف ""الرئيس لم يطلق على الفيروس خدعة"". اليوم قامت USERID بتكرار نفس الكذبة. لم يصححه تابر. URL #FactsFirst URL."	yes	nan	yes	yes	yes	yes	yes
176	"إذا كان ""زعماءنا"" لا يريدون من الناس أن يبدأوا في الاعتقاد بأن هذا كله مجرد خدعة، فمن الأفضل لهم أن يتوقفوا عن التلاعب بالسياسة بها. في العالم الحقيقي فإن الصبر والثقة في الخارج لا يزالان ضعيفين. USERID USERID USERID # ENICAVIRIS #COVID19 #Corona فيروس نقص المناعة البشرية."	no	nan	nan	nan	nan	yes	no
177	هذا الرجل ينشر الأكاذيب والأخبار المزيفة، فالمسؤولون الماليزيون الأعزاء، يتفضلون بالإبلاغ عنه، شكراً لكم.	yes	nan	yes	yes	yes	yes	yes
178	إن كبار الدعاة للنظام الشيوعي الصيني ينشرون المزيد من نظريات المؤامرة. وهو نفس الأحمق الذي قال إن الفيروس نشأ في الولايات المتحدة. ويسمح تويتر للمسؤولين الحكوميين الصينيين على منصاتهم حتى ولو كان تويتر محظوراً في الصين.	yes	nan	yes	yes	yes	yes	yes
179	صححه وحافظ على هدوئك لأنك لا تستطيع القبض عليه كم عدد الإشاعات التي نشرتها على هذه المنصة من أنت؟	no	nan	nan	nan	nan	no	no
180	أبلغ بيهار أولاً عن وفاة COVID-19: رجل يبلغ من العمر 38 عاماً له تاريخ سفر إلى قطر يموت في ITMS، باتنا، يقول مسؤول المستشفى	yes	no	yes	no	no	no	no
181	بيهار: الرجل البالغ من العمر 38 عاما الذي وافته المنية في معهد ماساتشوستس للدراسات الطبية في باتنا، والذي كان اختباره إيجابيا بالنسبة للرقم #COVID19، كان له تاريخ سفر أجنبي إلى قطر.	yes	no	yes	no	no	no	no
182	# رفضت قطر إعداد مستشفى للآلاف #CoronaVirus العمال المهاجرين المصابين على أرضها، بدلاً من ذلك، قامت بحبسهم داخل ملاجئ الحيوانات دون أي رعاية طبية! العمال المهاجرون ليسوا عبيداً، لديهم حقوق!	yes	yes	yes	yes	yes	yes	yes
183	:#COVID19 في رومانيا، قطر، سنغافورة، المملكة العربية السعودية، الفلبين، إكوادور، جنوب أفريقيا، إندونيسيا، الهند. تجنب كل السفر غير الضروري إلى هذه المجالات. المزيد من المعلومات: URL. URL. URL. URL. URL.	yes	no	yes	no	no	no	yes
184	سيف علي يعود إلى قطر، يذهب إلى مونجر، بيهار. يمرض، يدخل المستشفى، ويُحال إلى ITMS لكنه يموت. وجده الدكتور هو شرطة كورونا+ يصل إلى المنزل، ويضع العائلة بأكملها في الحجر الصحي. الآن فر عضو إفري من المنزل وهرب من المنزل واكتشف أن الجميع خائفون.	yes	no	yes	no	yes	yes	yes
185	أول موت لـ (كورونا) في (بيهار)، 38 عاماً توفي (سيف علي) ليلة أمس في (آي إم إس)، (باتنا)، عاد من (قطر) منذ بضعة أيام	yes	no	yes	no	no	no	no
186	بيهار: توفي شخص واحد يبلغ من العمر 38 سنة في ITSMS باتنا بسبب #Corona فيروس، وعاد من قطر ودخل المستشفى في 20 آذار/مارس #Corona Virus Update URL	yes	no	yes	no	no	no	no
187	تؤكد رواندا 17 حالة جديدة من حالات COVID-19 بحيث يصل المجموع إلى 36 9 مسافرين من دبي. 3 مسافرين من كينيا. 3 مسافرين من الولايات المتحدة الأمريكية. مسافر واحد من قطر. مسافر واحد من الهند. اتصال واحد بحالة سابقة.	yes	no	yes	no	no	no	no
188	هؤلاء هم عمال كأس العالم 2022 في ظروف بائسة في قطر. هذا غير إنساني. هل تقبل الوكالة الدولية للطاقة الذرية هذه الجريمة؟ USERID USERID USERID USERID USERID USERID USERID ERERID USERID USERID USERID USERID ERID USERID USERID USERID	yes	no	yes	yes	yes	yes	yes
189	"تقول منظمة العفو الدولية أن قطر رفضت إعداد مستشفى للعمال المصابين بالفيروس #Corona العاملين في مشاريع مثل USERID منظمة العفو الدولية أكدت العديد من الحالات داخل ""معسكرات العمل"" حيث يعيش العمال في قطر. حذرت من هذا قبل أيام. #Corona فيروس USERID لديها دم على يديها."	yes	nan	yes	yes	yes	yes	yes
190	لقد هبطت للتو في مطار جون كينيدي بعد أن قدمت تقريراً عن #Corona فيروس في ميلان ولومباردي - المركز الرئيسي لتفشي وباء إيطاليا - لأن USERID مشيت عبر الجمارك الأمريكية. لم يسألوني أين ذهبت في إيطاليا أو إذا كنت على اتصال مع المرضى. لم يسألوني عن أي شيء.	yes	no	yes	yes	yes	yes	yes
191	إذا كان لديك أي مال في المنزل، ضع بعض القفازات، ضع كل المال في كيس من البلاستيك ووضعه خارج الباب الأمامي الليلة، أنا أجمع كل الأكياس البلاستيكية هذه الليلة من أجل السلامة، فكّر في صحتك	yes	no	yes	no	no	no	no
192	COVID-19 استشارات صحية	no	nan	nan	nan	nan	no	no
193	"ويقول الأطباء الصينيون إن تشريح جثث ضحايا الفيروس #Corona يشير إلى أن #COVID19 هو ""مثل مزيج من #SARS و#AIDS لأنه يلحق الضرر بكل من الرئتين والنظام المناعي""، ويمكن أن يسبب ضرراً في الرئة ""لا يمكن عكسه"" حتى لو نجا المريض."	yes	no	yes	no	yes	yes	yes
194	@NationalNurses الرئيس ديبور بيرجر يقرأ بياناً عاماً من أحد الحجر الصحي لدينا #norses الذي يعمل في مرفق كايزر شمال كاليفورنيا. بيان كامل URL #COVID19 USERID URL. URL URL # COVID19 USERID URL	no	nan	nan	nan	nan	no	no
195	وقد وثّق رجل في إنشيون، غرب سيول - أصيب بـ #Coronaفيروس - أعراضه وأنشطته على مدى 25 يوماً مضت منذ أن شعر بالأعراض في 38 صفحة بتفصيل ملحوظ، وكان يرتدي أقنعة وقفازات في المنزل وجميع الاتصالات الوثيقة الـ 23 التي اختبرت سلبية للفيروس.	yes	no	yes	no	yes	no	yes
196	"إذاً فيروس ""كورونا"" يمنعكم جميعاً من أكل طعام صيني لكن فيروس نقص المناعة البشري لا يمنعكم من تناوله"	no	nan	nan	nan	nan	no	no
197	"""الآنسة (كورونا) لديها وظيفة أخرى لتقوم بها"""	no	nan	nan	nan	nan	no	no
198	إذا كان لديك أي ألبومات في المنزل، ضع بعض القفازات، ضع كل الألبومات في صندوق ووضعها خارج الباب الأمامي الليلة. أنا أجمع جميع الصناديق الليلة من أجل السلامة. فكّر في صحتك.	yes	no	yes	no	no	no	no
199	كم عدد الاختبارات الفيروسية في كورونا التي يمكن تغطيتها من خلال تكلفة بناء... جناح بينيس في البيت الأبيض؟	no	nan	nan	nan	nan	no	yes
200	"هذا خطير جداً: الحديث عن فيروس الكورونا هذا الصباح، قال ترامب، ""لقد أغلقناه. أوقفناه."" كان هناك 15 حالة مؤكدة في الولايات المتحدة منذ أسبوع. هناك 233 حالة اليوم. سيكون هناك *5,000* في أسبوع واحد من جرائم TRUMP"	yes	no	yes	yes	no	no	yes
201	يتعين على الناس في إدارة USERID أن يستقيلوا بسبب استمرار النقص الهائل في الاختبارات. فقد علم USERID في يناير/كانون الثاني حول #Covid_19. وفشل في فعل الشيء الوحيد الضروري لوقف انتشار الفيروس #Corona: لاختباره حتى نتمكن من احتوائه.	yes	no	yes	yes	yes	no	yes
202	هذا هو الجمعة. هذا يعني أن USERID يكذب، مرة أخرى. USERID لم توقف كسر #Corona فيروس. لقد نمت الآن وامتدت إلى 21 ولاية مع أكثر من 225 حالة في الولايات المتحدة. ونحن لا نستطيع احتوائها لأننا ما زلنا لا نملك ما يكفي من أدوات الاختبار لمعرفة أين هو الفيروس.	yes	no	yes	yes	yes	no	yes
203	الميث الذي تصورته لـ (مولي) في عام 2014 كان لقاح فيروس (كورونا)	yes	yes	no	no	no	no	no
204	دعنا نَحْصلُ على a f في الدردشةِ للجدِّ	no	nan	nan	nan	nan	no	no
205	إنّه مارش أند أمب؛ ما زلنا نفتقر إلى أدوات اختبار الفيروسات الكافية #Corona. هذا تقصير في الواجب من قبل USERID كان يعرف عن الفيروس في يناير/كانون الثاني. بدلاً من أن يقود، فإنّ USERID يقوم بتبييض معلومات كاذبة عن #COVID19 لتقليل التفشي المتزايد. غير مقبول تماماً.	yes	no	yes	yes	yes	no	yes
206	ريك سانتيلي على USERID فقط قدمت حجة أننا سنكون أفضل حالا إذا حصل الجميع على #Corona فيروس على الفور و 2٪ من العالم توفي قبالة، حتى أن الأسواق المالية يمكن أن تستقر. ريك يحب الجمهوريين، لا تكون مثل ريك. هذا ينبغي أن يذهب الفيروس. #VoteBlue To SaveAmerica URL.	yes	no	yes	yes	no	yes	yes
207	مشاهدة: أفضل تقديرات الآن لمعدل الوفيات الكلي لCOVID-19 هو في مكان ما بين 0.1٪ و 1٪،' Adm. بريت جيرور، مساعد سكرتير الصحة في HHHS، يقول. 'هذا أقل مما سمعت ربما في العديد من التقارير... من غير المرجح في نطاق 2 إلى 3٪' URL.	yes	no	yes	no	no	no	yes
208	لا توجد حالة واحدة مؤكدة لمصاب آسيوي في نيويورك. توقف عن التمييز لأن الفيروس بالتأكيد لا يفعل.	yes	yes	yes	no	no	no	no
209	شراء الذعر هو أحد أعراض مجتمع مفكك مريض بالفردية إلى أولئك الذين لديهم لترات من الصابون في المنزل هل تدرك أنه من أجل إبطاء نقل COVID-19 تحتاج إلى أشخاص آخرين لينظفوا أيديهم أيضاً؟! قلعة من ورق المرحاض لن تحميك؟	yes	no	yes	yes	no	yes	no
210	بمجرد أن سمع الرئيس USERID أن #Corona فيروس كان مشكلة في الصين قام بإغلاق الدخول إلى الولايات المتحدة من الصين. هذا أنقذ العديد من الأرواح! #TrfTownHall URL.	yes	no	yes	no	yes	no	yes
211	يجب أن أذهب إلى ما مجموعه (سبورتيك) من أجل جنازتي	no	nan	nan	nan	nan	no	no
212	"عالم أوبئة مارك ليبزيتش، مدير مركز هارفارد لديناميات الأمراض المعدية: ""في الولايات المتحدة هو عكس الموجود."" URL."	yes	no	yes	yes	no	yes	yes
213	حصلت على ما يلي: بيان شخصي من Hesham Hamdan, Covid-19 @ Case 26 اقرأه. فتح العين. URL. URL. URL	no	nan	nan	nan	nan	no	no
214	تورنتو لديها حالة أخرى من #COVID19 في المسافر الذي أصيب بالعدوى في.. لاس فيغاس. سمعت هذا الحق - لاس فيغاس. الولايات المتحدة الأمريكية تقوم بتصدير القضايا وتاريخ السفر أصبح بسرعة غير ذي صلة. URL.	yes	no	yes	yes	yes	yes	yes
215	وكان هناك الآن أكثر من 000 100 حالة إصابة بفيروس الكورونا في جميع أنحاء العالم. وتوفي 398 3 شخصاً بسبب #COVID19 وتعافى 672 55 شخصاً.	yes	no	yes	no	no	yes	yes
216	قررت أن أقرأ تقريبا كل ورقة موجودة على #CoronaVirus اليوم. خلفيتي هي علم الأحياء وعلم الأعصاب وأنا مهووس بإلتقاط الاتجاهات المكافئة في وقت مبكر، البيانات والبحوث الطبية. هذا هو خيط مع أحدث البحوث	no	nan	nan	nan	nan	no	no
217	وأود أن أعرب مرة أخرى عن قربي من المرضى بالفيروس #Corona ومن العاملين في مجال الرعاية الصحية الذين يقومون برعايتهم، وكذلك من السلطات المدنية وجميع المشاركين في مساعدة المرضى وفي احتواء انتشار الفيروس.	no	nan	nan	nan	nan	no	no
218	لكن لو كان (هاري) و(ميغان) من كان يمزح عن هذا لكان (ميغان) يتمنى الموت على المواطنين الأبرياء في بريطانيا العظمى)	no	nan	nan	nan	nan	no	yes
219	كان بإمكان (ترامب) أن يمتلك أسهماً في شركة، وفقاً لمركز السيطرة على الأمراض، ستؤدي دوراً رئيسياً في تزويد الحكومة الفيدرالية بمجموعات اختبار فيروسات الكورونا، مما يعني أن بإمكان (ترامب) أن يستفيد من اختبارات فيروسات الكورونا.	yes	yes	yes	yes	yes	no	yes
220	Corona Firs COVID-19 الحالات العالمية كما يتتبعها URL USERID University	no	nan	nan	nan	nan	no	yes
221	هل تعلمون أن هناك 96.950 حالة من COVID-19 الآن؟ هل تعلمون جميعا أن 3308 شخص ماتوا من جراء ذلك؟ ولكن هل تعلمون جميعا أن 53,981 من هذه الحالات قد تعافى بالفعل؟ توقف عن السماح لوسائل الإعلام بالسيطرة على دماغك. تكتيكات التروي هي تكتيكات حقيقية. قم ببحثك.	yes	no	yes	yes	no	no	no
222	عزيزي سواريد بينس: هل ما يرد أدناه صحيح؟ هل لديك خطة؟ أيضاً، متى ستحصل الولايات القضائية المحلية على مجموعات اختبار فيروس كورونا التي وعدت بها؟	no	nan	nan	nan	nan	no	yes
223	أَعْملُ مَع a رئيس mas saléh وكُلَّ مَرَّةٍ يَسْمعُ شخص ما يَعطسُ أَو سعال هو يَطْلبُ مِنْهم الرُجُوع فوراً، أَو يَعْملُ مِنْ البيتِ.	yes	no	no	yes	no	no	no
224	نفس الأشخاص المستخدمين في صور متعددة لمطالبات الكورونا في مدن مختلفة عبر العالم وgt; وgt; 33 هو عدد شائع على ما يبدو. URL	yes	no	no	yes	yes	yes	no
225	وبعد أسابيع من سحب الحكومة الاتحادية أقدامها في اختبار COVID-19، اعترف ترامب للتو أمام الكاميرات التي يريد التلاعب بقياس التفشي لمصلحته السياسية الشخصية.	yes	no	yes	yes	yes	no	yes
226	غداً هذه الطفرة ستتحول إلى 25. حسناً، سأترك الذهاب إلى فرنسا للتزلج على التزلج + ربما الحصول على فيروس القشرة، لذلك سأكون في الغالب AFK. للإحتفال أنا أعطي هذه السكين البدوية الرائعة بعيداً. فقط أعد تغريدة الدخول. اختيار فائز عشوائي عندما أكون في المنزل! TM &lt; 3 URL. URL.	yes	no	no	no	no	no	no
227	نحن على Tiktuk!!!!!!!	yes	yes	yes	no	yes	no	yes
228	اليوم #Corona الفيروس الملخص: -95,270 حالة مؤكدة عالمياً وamp; 3,281 حالة وفاة - 80% من الحالات الجديدة في	yes	no	yes	no	no	no	yes
229	أَمُوتُ كُرُونَةً يَمُوتُ كُرُونَكُرْتُ مِنْ مُمْتَعِدًّا مِنْ كُورُونَا	no	nan	nan	nan	nan	no	no
230	هل يمكننا الحصول على 30 غواصة موهوبة؟	no	nan	nan	nan	nan	no	no
231	رجل في دارتموث مع أعراض #COVID19 طُلب منه أن يقوم بالحجر الصحي بينما كان ينتظر نتائج الإختبار. قرر أنه بخير وذهب إلى حفلة. النتائج جاءت إيجابية في اليوم التالي. والآن آخر حصل عليها. لماذا يتعامل الكثيرون مع هذا على أنه مزحة؟ #Corona VirusUSA	yes	no	yes	yes	yes	yes	yes
232	ما يعمل في وقف انتشار كورونا فيروس: 1. اغسل يديك لمدة 20 ثانية على الأقل. 2. سعال والعطس في مرفقك. 3. ابق في بيتك إذا كنت مريضاً ما لا يعمل: 1. العنصرية: 1.	yes	yes	yes	no	no	no	no
233	لمس وجه الشخص ليس موصى به كما ينتشر فيروس كورونا على نطاق واسع في جميع أنحاء العالم. لمس وجه الآخر ببساطة أمر غير مقبول.	yes	no	no	no	no	no	no
234	هذا هو إعلاني للخدمة العامة: إذا قالت USERID أو غردت بشيء يتعارض مع ما قاله الأطباء والخبراء عن انفصال فيروس كورونا، فثقوا بالأطباء والخبراء. حياتكم وحياة عائلتكم وأصدقائكم قد تكون على المحك.	no	nan	nan	nan	nan	no	yes
235	الشيء الأكثر رعبا حول COVID-19 هو أنه يبدو مثل تذكرة JARA	no	nan	nan	nan	nan	no	no
236	كانت فيتنام أول دولة تحتوي بالكامل على سارس وكوفيد-19 (بدون وفيات) وطورت مجموعة اختبار سريع في شهر واحد تقول منظمة الصحة العالمية أنه كان من المفترض أن يستغرق أربع سنوات. والآن تتشاور منظمة الصحة العالمية مع فيتنام للحصول على المساعدة في الأزمة العالمية. وبطبيعة الحال هذا ليس في أخبارنا.	yes	yes	yes	no	yes	no	yes
237	عدد أكبر من الناس الذين يمـيـتـيـن مـن الـجـنـة التـي مـتـت مـن الـكـورونـيـونـان عـن عـقـد عـقـد عـن عـقـد عـمـد عـمـس عـمـ عـمـ عـمـد عـمـد عـمـر عـن عـقـد عـمـد عـمـد عـمـد عـمـل عـمـد عـمـل عـمـل عـمـل عـمـد عـمـد النـاس الذين مـتـوا مـن الـكـورـونـيـات	yes	yes	yes	yes	yes	yes	yes
238	- الترجمة - امرأة تبلغ من العمر 60 عاما اشتعلت البرد وهو على ما يرام.	yes	yes	yes	yes	no	no	no
239	هو وقت UR	no	nan	nan	nan	nan	no	no
240	لا تَمُتْ مِنْ #Corona فيروس بدون رُؤية هذا أولاً، هو أفضل مقطعِ أنت سَتُشاهدُ هذا السَنَةِ.	no	nan	nan	nan	nan	no	no
241	ما هو مخجل بشكل خاص هو أن USERID تستخدم الأرقام المتضخمة بشكل اصطناعي بسبب عدم وجود اختبار للقول بأن الفيروس قد توقف.	yes	no	yes	yes	yes	yes	yes
242	إذا حصلت على كورونا لن أكون مجنوناً إلى هذا الحد الحجر الصحي سوف يعطيني الكثير من الوقت لللحاق على العروض والاشياء، وقراءة، وكتابة مجموعة، وإذا كنت محظوظاً، يموت	no	nan	nan	nan	nan	no	no
243	هذه هي أفضل مجموعة من المعلومات التي وجدتها على فيروس الكورونا والتي تستحق مشاهدة كامل 10 mins URL	no	nan	nan	nan	nan	no	no
244	Corona فيروس #Corona Virus challenge URL	no	nan	nan	nan	nan	no	no
245	فيروس الكراهية الطائفية هو قتل أكثر من فيروس كورونا!	no	nan	nan	nan	nan	no	no
246	محاولة من قبل USERID للتقليل إلى أدنى حد من #Coronaفيروس لم يتقدم بشكل جيد. وفقاً لUSERID هناك أكثر من 215 حالة وام؛ 14 حالة وفاة، بما في ذلك 56 حالة جديدة اليوم. بسبب نقص الاختبارات من قبل الإدارة، نحن ما زلنا لا نعرف مدى انتشار الفيروس.	yes	no	yes	yes	yes	yes	yes
247	Corona فيروس هو مؤقت والموسيقى المنزلية إلى الأبد	no	nan	nan	nan	nan	no	no
248	عدم إجراء فحوصات لإصابة ضحايا الفيروسات لمساعدة أرقام موافقتك يجب أن تعتبر محاولة قتل. URL	no	nan	nan	nan	nan	yes	yes
249	تم إلغاء Coronovers # COVID19! URL URL	no	nan	nan	nan	nan	no	no
250	أنتم جميعاً تَتغرّدونَ حول corona لكن لَيسَ qinthinthians smh	no	nan	nan	nan	nan	no	no
251	العالم كله: كورونا فيروس خطر. الجامايكيون: URL: URL	no	nan	nan	nan	nan	no	no
252	"""هذا هو التابوت هناك كما يمكنك أن ترى"" URUR UR UR UR UR UR UR UR UR UR UR UR UR UR UR UR"	no	nan	nan	nan	nan	no	no
253	إن COVID-19، كغزو للأجانب الفضائيين المعادين، عدو للأنواع البشرية التي لا تتفاوض. فهو لا يهتم بجنسيتك، أو إيديولوجيتك، أو سياستك، أو دينك. وهذا العدو منا جميعاً يتطلب جهداً عالمياً لمكافحته، مسترشداً بالعلم وليس بالتفكير السحري.	yes	no	yes	no	no	no	no
254	أنتم تظهرون بقضيب مجنون مليء بعصير كورونا وقناع للتنفس	no	nan	nan	nan	nan	no	no
255	المنطقة الدائرية حول الكعبة المقدسة عند المسجد المقدس في مكة أُفرغت من الناس مؤقتاً لتنظيفها وتعقيمها بسبب مخاوف كورونا الفيروسية وتأمين سلامة الحجاج	yes	no	yes	no	no	no	no
256	على Tiktok! o تعلم تدابير الحماية ضد CoVID-19 في هذا الفيديو TikTok! انضم إلى تحدي #covidance! اتبع حساب وزارة الصحة الرسمي Tikktok في URL:dohgovph URL	no	nan	nan	nan	nan	no	no
257	"""يا لها من استجابة سخيفة وغير متعلمة... إنها حالة طوارئ صحية عامة."" h/t USERID USERID URL"	yes	no	yes	yes	no	yes	yes
258	دعونا نجلب المزيد من الأمل العلم يعمل!	no	nan	nan	nan	nan	no	no
259	حتى 6 مارس 3 MP KST، #Botsarmy تبرعت حوالي 505،000،000،000 وون للإغاثة COVID-19 في 9 أيام!! USERID URL!	yes	no	no	no	yes	no	no
260	"يمكن للرئيس (ترامب) أن يخلق علاجاً لـ (كوفيد-19) وسنسمع ""ليس علاجي"" من حشود (تي إس إس). يقولون أننا طائفة دينية، بينما نحن في الواقع عائلة. فريق (ترامب) هو سلالة وهذه السلالة سوف تعيد انتخابه. #Landsliede202020"	no	nan	nan	nan	nan	no	no
261	بنس يعترف الآن بأنه لا يوجد ما يكفي من أدوات اختبار فيروس كورونا. الخبراء (بمن فيهم أنا) رأوا هذا قادماً لأسابيع وطالبوا بإختبارات نقطة الرعاية #COVID19. عدم كفاءتهم ستكلّف أرواحاً. USERID.	yes	no	yes	yes	yes	yes	yes
262	#Hong Kongers قرروا عدم الاستماع إلى حكومتهم لأسباب وجيهة وقرروا ارتداء أقنعة لحماية أنفسهم. #Hong Kong كانت أول حالة من #Corona فيروس في وقت أبكر بكثير من معظم البلدان المدرجة في هذه القائمة، ولم تشهد سوى القليل تقريباً إلى أي زيادة في عدد الحالات منذ ذلك الحين.	yes	nan	yes	no	yes	no	yes
263	إذاً هناك نقل محلي، رجاءً أغسل يديك رجاءً لا تسعل أو تعطس على الناس	no	nan	nan	nan	nan	no	no
264	كيرالا هي الولاية الوحيدة في الهند التي نجحت في إيقاف ثلاثة فيروسات مميتة، كورونا، نيباه، بي جي بي.	yes	yes	yes	no	yes	no	no
265	يتفق هذا التقرير الأخير عن الضرر الرئوي المشابه للمتلازمة التنفسية الحادة الوخيمة مع التقارير السريرية السابقة عن حالات الإصابة بالفيروس من #Corona في الصين. وقد تلقى مريض واحد على الأقل نجى من الحادث #COVID19 في وقت لاحق عملية زرع رئة بسبب تليف دائم في رئتيه.	yes	no	yes	no	yes	yes	yes
266	لا يمكن لحبيبي أن يكون مثالياً بدون (سامابل)	no	nan	nan	nan	nan	no	no
267	"يتم التعامل مع التبرعات لحكومة الولايات المتحدة من قبل مكتب محدد في خزانة الولايات المتحدة؛ كنت لا ترسل شيك إلى ""مكتب مساعد وزير الصحة"" - انظر URL"	yes	no	no	yes	no	no	yes
268	لذا هنا سؤال لهذا اليوم: إذا كنت طبيباً في منطقة سياتل، هل يمكنك، اعتباراً من اليوم، أن تطلب اختبار COVID-19 لأي مريض تعتقد أنه ينبغي اختباره؟ غريب أن تسمع من المهنيين الطبيين الفعليين في المنطقة.	no	nan	nan	nan	nan	no	yes
269	"ما هي أروع طريقة يمكن أن نقول بها ""لقد تم اختبار 16 شخصاً"""	no	nan	nan	nan	nan	no	no
